PRODUCT,URL,PRICE,COMPARE_AT_PRICE,STOCK,CATEGORY,PRODUCTNO,BARCODE,WEIGHT,WEIGHT_UNIT,REQUIRES_SHIPPING,TAXABLE,VENDOR,TAGS,PUBLISHED_AT,CREATED_AT,UPDATED_AT,DESCRIPTION,IMGURL,IMAGE_FILENAME
Philodendron Sodiroi - 15 cm,https://dmp.cz//products/philodendron-sodiroi,1299.00,1499.00,No,Rostlina,MM-MOS14,,,,Yes,Yes,Groene plant,"15 cm, 40 - 60 cm, Aroid, Philodendron, Popínavé, Pro začátečníky, propojeni, Raritky, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2023-02-23T14:41:33+01:00,2023-02-21T09:22:06+01:00,2024-11-13T15:24:34+01:00,"Rostlina je vyfocena v terakotovém květináči.Balení obsahuje rostlinu v plastovém květináči.
O rostlině: Philodendrony pochází z deštných pralesů především Střední a Jižní Ameriky. Jejich název je odvozen z řeckého slova phileo = milovat a dendron = strom, protože mnoho variet je popínavých a svými vzdušnými kořeny se dokáže přichytit na stromy. Podobný život jim můžeme zajistit i v domácích podmínkách, pokud jim do květináče dáme nějakou oporu, po které by také mohly šplhat, např. kokosovou tyč.
Řadí se do čeledi árónovitých rostlin – takže pozor, je jedovatý! Tyto rostliny totiž ve svých pletivech obsahují krystaly šťavelanu vápenatého, který po požití způsobí podráždění sliznic dutiny ústní a trávicího traktu. Když ho ale umístíme na bezpečné místo, kde na něj nedosáhnou děti ani domácí mazlíčci, jeho úžasná barevnost jistě upoutá všechny pohledy.
Philodendron Sodiroi, je sběratelský vzácnější kousek filodendronu s mentolovými odstíny zelené a stříbrnou kresbou listů.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: NePřibližná výška rostliny s květináčem: 45 cmPrůměr květináče: 15 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o filodendronech jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/philodendron-sodiroi-MM-MOS14-01.jpg?v=1677160150,
Alocasia Frydek Variegata - 12 cm,https://dmp.cz//products/alocasia-frydek-variegata,2499.00,5299.00,No,Rostlina,MM-LUN52,,,,Yes,Yes,Groene plant,"12 cm, 20 - 40 cm, Alocasia, Aroid, Hodně, Panašované rostliny, Pro pokročilé, propojeni, Raritky, Rostlina, Tip na dárek, Vyprodáno, Čističky vzduchu",2023-02-23T14:42:44+01:00,2023-02-21T09:22:03+01:00,2024-11-13T15:24:34+01:00,"Rostlina je vyfocena v terakotovém květináči.
O rostlině:Alocasie neboli česky alokázie je rod z čeledi áronovitých (Araceae). Tyto rostliny jsou mohutnými bylinami s tlustým oddenkem. Jejich domovinou jsou subtropické a tropické oblasti Asie, Austrálie a Tichomoří.  V jihovýchodní Asii a Oceánii jsou zvláště oblíbené pro své jedlé oddenky a povařené malé listy. Přestože v syrovém stavu obsahují šťavelan vápenatý, který způsobuje podráždění sliznic a nevolnost, po tepelné úpravě jsou konzumovatelné. Oddenky jsou zároveň také vyhledávány indickou a jihoasijskou tradiční medicínou pro své léčivé účinky. 
Alocasia Micholitziana Variegata (známá i pod jménem Frydek Variegata) je velmi raritní sběratelský druh alokázie s velkými, tmavě zelenými sametovými listy s bílým panašováním.Alocasie obecně patří mezi poměrně náročné pokojovky, které jsou citlivé na teplotu, vlhkost a přelití. Zároveň mějte u alokázií na paměti, že často obměňují staré listy za nové (tedy většinou nezvyšují jejich počet, zejména u mladších rostlin.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 25 cmPrůměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/alocasia-frydek-variegata-MM-LUN52-01_2eeae047-ede8-4f6a-8b11-d1fea1e5149f.jpg?v=1677160160,
Pachira aquatica 'S' - 12 cm,https://dmp.cz//products/pachira-aquatica-s,369.00,499.00,No,Rostlina,MM-BA7,,,,Yes,Yes,Groene plant,"12 cm, 40 - 60 cm, Hodně, Ostatní rostliny, Pro začátečníky, propojeni, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2024-04-18T10:31:29+02:00,2024-04-18T10:29:21+02:00,2024-11-13T15:24:34+01:00,"Rostlina je vyfocena v terakotovém květináči.
O rostlině:Pachira aquantica je stromovitá rostlina pocházející z Jižní Ameriky, převážně Mexika, Brazílie a Ekvádoru. Má velké trojhranné listy a silnější kmen, který rostlině slouží jako zásobárna vody. Kvete zajímavý květy, které tvoří velké množství žlutých tyčinek s červeným koncem.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: ﻿AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 45 cmPrůměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Pachira-aquatica-01.jpg?v=1713429078,
Set rostlin Ombre - Set rostlin,https://dmp.cz//products/set-rostlin-ombre,728.00,857.00,No,Rostlina,MM-DMP02,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Aroid, Epipremnum & Scindapsus, Hodně, Popínavé, Pro začátečníky, propojeni, Rostlina, Sety rostlin, Vyprodáno, Čističky vzduchu",2023-05-25T19:07:38+02:00,2023-05-25T18:47:21+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje: rostliny v plastových květináčích.
Sladěný set rostlin z neonových a sytě zelených barev oblíbených šplhavnic. Šplhavnice jsou popínavé, dají se tedy dobře pěstovat jako závěsné rostliny nebo je nechat šplhat po opoře (kokosové, rašeliníkové tyče...) Jde o nenáročné rostliny, které se dobře množí, nevyžadují zvláštní péči a hodí se takřka do každého interiéru. Skvělá volba na okno, doprostřed místnosti a dál od oken. Set se skládá z Epipremnum Neon, který uvítá více světla blízko oken. Philodenron scandens Brasil, který se spokojí se středním světlem a Philodendron Scandens, které snese polostín.
Vhodná je pro ně opora ve formě kokosové tyče nebo rašeliníkové tyče.
Set obsahuje:


Philodendron scandens (12 cm)

Philodendron Scandens Brasil (12 cm)

Epipremnum Neon (12 cm)

Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 25 cmPrůměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o šplhavnicích jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/set-rostlin-ombre-01.jpg?v=1685033268,
Set rostlin do tmavého koutu - Set rostlin,https://dmp.cz//products/set-rostlin-do-tmaveho-koutu,1059.00,1247.00,No,Rostlina,MM-DMP02,,,,Yes,Yes,DMP,"12 cm, 13 cm, Aroid, Málo, Pro začátečníky, propojeni, Rostlina, Sety rostlin, Středně, Vyprodáno, Čističky vzduchu",2022-12-08T09:54:55+01:00,2022-12-07T12:54:27+01:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostliny v plastových květináčích.
Set rostlin, které ve vaší domácnosti vytvoří čistší vzduch a zároveň jsou vhodné do stinnějších míst vašeho bytu. Set rostlin obsahuje Sansevieria Moonshine, která jako jedna z mála rostlin produkuje kyslík i v noci. Philodendron Scandes, patřící mezi rychleji rostoucí popínavé rostliny a Zamioculcas Zamiifolia
Set obsahuje:


Sansevieria Moonshine 12 cm


Philodendron Scandens 12 cm


Zamioculcas Zamiifolia 14 cm


Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 - 40 cmPrůměr květináče: 12 a 14 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/set-rostlin-stinny-kout-01.jpg?v=1670416855,
Alocasia Frydek - 12 cm,https://dmp.cz//products/alocasia-frydek,649.00,1129.00,No,Rostlina,MM-MOS71,,,,Yes,Yes,DMP,"20 - 40 cm, Alocasia, Aroid, Pro pokročilé, propojeni, Raritky, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2021-05-22T15:09:48+02:00,2021-05-21T18:17:02+02:00,2024-11-13T15:24:34+01:00," 
Balení obsahuje rostlinu v plastovém květináči.O rostlině:Alocasie neboli česky alokázie je rod z čeledi áronovitých (Araceae). Tyto rostliny jsou mohutnými bylinami s tlustým oddenkem. Jejich domovinou jsou subtropické a tropické oblasti Asie, Austrálie a Tichomoří. Alocasia Micholitziana (známá i pod jménem Frydek) je raritní druh alokázie s velkými, tmavě zelenými sametovými listy (odtud anglický název green velvet alocasia) s výraznou světlou žilnatinou.Alocasie obecně patří mezi poměrně náročné pokojovky, které jsou citlivé na teplotu, vlhkost a přelití. Zároveň mějte u alokázií na paměti, že často obměňují staré listy za nové (tedy většinou nezvyšují jejich počet).V jihovýchodní Asii a Oceánii jsou zvláště oblíbené pro své jedlé oddenky a povařené malé listy. Přestože v syrovém stavu obsahují šťavelan vápenatý, který způsobuje podráždění sliznic a nevolnost, po tepelné úpravě jsou konzumovatelné. Oddenky jsou zároveň také vyhledávány indickou a jihoasijskou tradiční medicínou pro své léčivé účinky. 
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 30 cm Průměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o alokáziích jsme napsali v našem článku.




Přelití: Příliš mnoho vody může způsobit uhnívání kořenů, žloutnutí nebo opadávání listů.
Hnědé skvrny na listech: Hnědé skvrny na listech můžou odkazovat na příliš přímého světla, které rostlinu popálilo nebo na prochladnutí (např. průvan).
Suchý vzduch: vlivem nedostatečné vzdušné vlhkosti mohou listy rostliny začít od špiček schnout a žloutnout nebo se svinovat.




",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/alocasia-frydek-01.jpg?v=1698668256,
Set rostlin pro čistý vzduch - Set rostlin,https://dmp.cz//products/set-rostlin-pro-cistsi-vzduch,787.00,927.00,No,Rostlina,MM-DMP02,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Balíčky a sety, Pro začátečníky, propojeni, Rostlina, Sety rostlin, Středně, Tip na dárek, Vyprodáno, Čističky vzduchu",2022-04-06T13:55:58+02:00,2022-03-03T15:35:00+01:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostliny v plastových květináčích. 
Set rostlin, které ve vaší domácnosti vytvoří čistší vzduch. Set rostlin obsahuje Sansevieria Laurentii, která jako jedna z mála rostlin produkuje kyslík v noci. Chamaedorea elegans, která zachytává množství prachu a Lopatkovec, který zvlhčuje vzduch. Všechny rostliny se řadí do skupiny čistící vzduch a pomáhají odbourávat škodlivé látky ze vzduchu.
Set obsahuje:

Spathiphyllum Torelli
Chamaedorea elegans
Sansevieria Laurentii

Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 - 40 cmPrůměr květináče: 12 - 13 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/set-rostlin-cisty-vzduch-01_f0e04317-cca8-4334-8017-85235f9778d4.jpg?v=1646399228,
Set rostlin Calatrio - Set rostlin,https://dmp.cz//products/set-rostlin-calatrio,1289.00,1517.00,No,Rostlina,MM-DMP02,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Calathea, Modlivky, Pro začátečníky, propojeni, Rostlina, Sety rostlin, Středně, Vyprodáno, Čističky vzduchu",2023-10-05T16:11:18+02:00,2023-05-11T16:40:19+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje: rostliny v plastových květináčích.
Set rostlin Calatrio obsahuje 3 druhy oblíbených calatheí s pestrými velkými listy. Calathea nebo i kalatea pochází z tropických oblastí Jižní a Střední Ameriky a patří mezi keříkovité rostliny s tenkými stonky a poměrně širokými a velkými listy. V deštném pralese vytváří hustý podrost, nejčastěji ve stínu vysokých stromů. Rostliny rostou vzpřímeně a časem budou potřebovat větší plochu. Všechny druhy calatheí v setu vyžadují rozptýlené světlo a jsou vhodnými rostlinami do ložnice na chladněší místo.
Set obsahuje:


Calathea Zebrina (14 cm)

Calathea Makoyana (12 cm)

Calathea Sanderiana (12 cm)

Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20-40 cmPrůměr květináče: 12 nebo 14 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o modlivkách jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/set-rostlin-calathea-trio-1.jpg?v=1683886398,
Musa Tropicana - 12 cm,https://dmp.cz//products/bananovnik,299.00,399.00,No,Rostlina,MM-MUSA-TROPICANA-12,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Hodně, Ostatní rostliny, Pro pokročilé, propojeni, Rostlina, Vyprodáno, Čističky vzduchu",2021-11-14T16:01:40+01:00,2021-08-06T19:44:59+02:00,2024-11-13T15:24:34+01:00,"
Balení obsahuje rostlinu v plastovém květináči.
O rostlince:Musa Tropicana (česky banánovník) patří mezi víceleté a vytrvalé rostliny s velkými a podlouhlými listy. Postupným stárnutím a odrůstáním těchto mohutných listů se vytváří pseudokmen. Celoročně je možné banánovník pěstovat v domácích podmínkách, nejlépe se jim však daří ve sklenících a zimních zahradách, ve kterých jste schopni zajistit ty nejvhodnější podmínky, především vlhkost a teplo. Když budete mít v pěstování štěstí, mohou se po pár letech objevit žluté květy, které předchází dozrávání plodů. 
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 35 cmPrůměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/musa-tropicana-bananovnik-01.jpg?v=1646044737,
Alocasia Curly Bambino 'baby' - 6 cm,https://dmp.cz//products/alocasia-curly-bambino-baby,169.00,399.00,No,Rostlina,MM-LUN127,,,,Yes,Yes,DMP,"6 cm, Alocasia, Aroid, Baby pokojovky, do 20 cm, novinka, Pro pokročilé, propojeni, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2024-08-28T11:34:40+02:00,2024-08-28T11:16:02+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostlinu v plastovém květináči.O rostlině:Alocasie neboli česky alokázie je rod z čeledi áronovitých (Araceae). Tyto rostliny jsou mohutnými bylinami s tlustým oddenkem. Jejich domovinou jsou subtropické a tropické oblasti Asie, Austrálie a Tichomoří. 




Alocasia Curly Bambino je kompaktní a elegantní pokojová rostlina pocházející z tropických oblastí Asie. Je charakteristická svými úzkými, tmavě zelenými listy s výrazným žebrováním a zvlněnými okraji, které dodávají rostlině dramatický vzhled. Díky svému exotickému vzhledu a menší velikosti je ideální do moderních interiérů, kde přidá stylový akcent. Alocasia Curly Bambino je nenáročná na péči, ale vyžaduje vyšší vlhkost a pravidelnou zálivku, což z ní činí skvělou volbu pro milovníky výrazných a netradičních rostlin.
Alocasie obecně patří mezi poměrně náročné pokojovky, které jsou citlivé na teplotu, vlhkost a přelití. Zároveň mějte u alokázií na paměti, že často obměňují staré listy za nové (tedy většinou nezvyšují jejich počet).V jihovýchodní Asii a Oceánii jsou zvláště oblíbené pro své jedlé oddenky a povařené malé listy. Přestože v syrovém stavu obsahují šťavelan vápenatý, který způsobuje podráždění sliznic a nevolnost, po tepelné úpravě jsou konzumovatelné. Oddenky jsou zároveň také vyhledávány indickou a jihoasijskou tradiční medicínou pro své léčivé účinky.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne




Přibližná výška rostliny s květináčem: 15 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o alokáziích jsme napsali v našem článku.




Přelití: Příliš mnoho vody může způsobit uhnívání kořenů, žloutnutí nebo opadávání listů.
Hnědé skvrny na listech: Hnědé skvrny na listech můžou odkazovat na příliš přímého světla, které rostlinu popálilo nebo na prochladnutí (např. průvan).
Suchý vzduch: vlivem nedostatečné vzdušné vlhkosti mohou listy rostliny začít od špiček schnout a žloutnout nebo se svinovat




",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Alocasia-Curly-Bambino-baby.jpg?v=1724836710,
Alocasia Frydek Variegata 'baby' - 6 cm,https://dmp.cz//products/alocasia-frydek-variegata-baby,999.00,1299.00,No,Rostlina,MM-LUN01,,,,Yes,Yes,Groene plant,"6 cm, Alocasia, Aroid, Baby pokojovky, do 20 cm, Hodně, Panašované rostliny, Pro pokročilé, propojeni, Raritky, Rostlina, Tip na dárek, Vyprodáno, Čističky vzduchu",2024-08-08T01:06:03+02:00,2024-08-08T01:01:44+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Alocasie neboli česky alokázie je rod z čeledi áronovitých (Araceae). Tyto rostliny jsou mohutnými bylinami s tlustým oddenkem. Jejich domovinou jsou subtropické a tropické oblasti Asie, Austrálie a Tichomoří.  V jihovýchodní Asii a Oceánii jsou zvláště oblíbené pro své jedlé oddenky a povařené malé listy. Přestože v syrovém stavu obsahují šťavelan vápenatý, který způsobuje podráždění sliznic a nevolnost, po tepelné úpravě jsou konzumovatelné. Oddenky jsou zároveň také vyhledávány indickou a jihoasijskou tradiční medicínou pro své léčivé účinky. 
Alocasia Micholitziana Variegata (známá i pod jménem Frydek Variegata) je velmi raritní sběratelský druh alokázie s velkými, tmavě zelenými sametovými listy s bílým panašováním.Alocasie obecně patří mezi poměrně náročné pokojovky, které jsou citlivé na teplotu, vlhkost a přelití. Zároveň mějte u alokázií na paměti, že často obměňují staré listy za nové (tedy většinou nezvyšují jejich počet, zejména u mladších rostlin.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 12 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Alocasia-Frydek-variegata-baby.jpg?v=1723071878,
Philodendron Gloriosum Zebra - 19 cm,https://dmp.cz//products/philodendron-gloriosum-zebra,1649.00,1649.00,No,Rostlina,MM-AR110,,,,Yes,Yes,DMP,"19 cm, 40 - 60 cm, Aroid, novinka, Philodendron, Pro pokročilé, propojeni, Raritky, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2024-08-14T17:11:32+02:00,2024-08-14T17:05:52+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlince:Philodendrony pochází z deštných pralesů Střední a Jižní Ameriky (Costa Rica, Panama, Columbie). Jejich název je odvozen z řeckého slova phileo = milovat a dendron = strom, protože mnoho variet filodendronů je popínavých a svými vzdušnými kořeny se dokážou přichytit na stromy. Podobné podmínky můžeme vytvořit i v domácím prostředí, pokud těmto rostlinám poskytneme oporu (např. kokosovou tyč), která jim umožní šplhání. Philodendrony se řadí do čeledi árónovitých rostlin – takže pozor, jsou jedovaté! Philodendron Gloriosum je raritní kultivar pocházející z Kolumbie a dalších tropických oblastí. Jedná se o rostlinu s nádhernými obrovskými listy ve tvaru srdce, sametovým vzhledem a výraznými bílými žilkami. Gloriosum můžeme také označit za pomalu rostoucí druh philodenronu, který však časovou náročnost svého růstu dorovnává právě svými velkými a krásnými listy, na které se vyplatí si počkat. 
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 50 cm Průměr květináče: 19 cm 
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o filodendronech jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Philodendron-Gloriosum-Zebra-01.jpg?v=1723648057,
Alocasia Scalprum - 12 cm,https://dmp.cz//products/alocasia-scalprum,649.00,1129.00,No,Rostlina,MM-MOS86,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Alocasia, Aroid, novinka, Pro pokročilé, propojeni, Raritky, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2024-08-20T09:52:27+02:00,2024-08-20T09:48:18+02:00,2024-11-13T15:24:34+01:00," 
Balení obsahuje rostlinu v plastovém květináči.O rostlině:Alocasie neboli česky alokázie je rod z čeledi áronovitých (Araceae). Tyto rostliny jsou mohutnými bylinami s tlustým oddenkem. Jejich domovinou jsou subtropické a tropické oblasti Asie, Austrálie a Tichomoří. 




Alocasia Scalprum je vzácná a fascinující rostlina, která zaujme svými úzkými, špičatými listy, připomínajícími ostří nože. Listy mají hluboký, temně zelený odstín s jemně texturovaným povrchem, který dodává rostlině dramatický a exotický vzhled. Tato alokázie pochází z tropických oblastí a vyžaduje pečlivou péči, zejména co se týče vlhkosti a teploty. Díky svému jedinečnému vzhledu je Alocasia Scalprum ideální volbou pro ty, kteří chtějí do své rostlinné sbírky přidat něco opravdu výjimečného a exotického.




Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 25 cm Průměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o alokáziích jsme napsali v našem článku.




Přelití: Příliš mnoho vody může způsobit uhnívání kořenů, žloutnutí nebo opadávání listů.
Hnědé skvrny na listech: Hnědé skvrny na listech můžou odkazovat na příliš přímého světla, které rostlinu popálilo nebo na prochladnutí (např. průvan).
Suchý vzduch: vlivem nedostatečné vzdušné vlhkosti mohou listy rostliny začít od špiček schnout a žloutnout nebo se svinovat.




",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Alocasia-Scalprum.jpg?v=1724140130,
Philodendron Pink Princess 'baby' - 6 cm,https://dmp.cz//products/philodendron-pink-princess-baby,249.00,349.00,No,Rostlina,MM-LUN21,,,,Yes,Yes,DMP,"6 cm, Aroid, Baby pokojovky, do 20 cm, Panašované rostliny, Philodendron, Pro začátečníky, propojeni, Raritky, Rostlina, Středně, Vyprodáno",2022-11-10T09:00:27+01:00,2022-11-09T13:21:40+01:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Philodendrony pochází z deštných pralesů především Střední a Jižní Ameriky. Jejich název je odvozen z řeckého slova phileo = milovat a dendron = strom, protože mnoho variet je popínavých a svými vzdušnými kořeny se dokáže přichytit na stromy. Podobný život jim můžeme zajistit i v domácích podmínkách, pokud jim do květináče dáme nějakou oporu, po které by také mohly šplhat, např. kokosovou tyč. Philodendron Pink Princess má tmavě zelené podlouhlé listy s růžovými skvrnami nebo žíháním. Růžové panašování je pokaždé a jiné a proto je každý kus unikát!Řadí se do čeledi árónovitých rostlin – takže pozor, je jedovatý! Tyto rostliny totiž ve svých pletivech obsahují krystaly šťavelanu vápenatého, který po požití způsobí podráždění sliznic dutiny ústní a trávicího traktu. Když ho ale umístíme na bezpečné místo, kde na něj nedosáhnou děti ani domácí mazlíčci, jeho úžasná barevnost jistě upoutá všechny pohledy.

Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: NePřibližná výška rostliny s květináčem:  15 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o filodendronech jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/philodendron-pink-princess-baby-6cm-01.jpg?v=1668067144,
Asplenium nidus Crispy Wave - 12 cm,https://dmp.cz//products/asplenium-nidus-crispy-wave,269.00,349.00,No,Rostlina,MM-VDEFF3204,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, Málo, Pro začátečníky, propojeni, Rostlina, Trávy a kapradiny, Vyprodáno, Čističky vzduchu",2024-04-18T10:43:02+02:00,2024-04-18T10:35:09+02:00,2024-11-13T15:24:34+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Asplenium Crispy Wave je odrůda kapradiny s jedinečnými, pevnými a vlnitě zvlněnými listy, které jsou zelené a mají texturu podobnou kůži. Tento druh je ceněn pro svůj atraktivní vzhled a schopnost čistit vzduch, což z něj dělá populární volbu pro domovy a kanceláře. Kapradiny Asplenium jsou známé svou odolností vůči nemocem a schopností přežít v méně než ideálních světelných podmínkách. Mladé křehké listy se rozvinou zprostřed růžice, a dají tak vyniknout výrazné středové žilnatině.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: NeVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 25 cmPrůměr květináče: 12 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Asplenium-nidus-Crispy-Wave-01.jpg?v=1713429770,
